label,text,emoji_pos_count,emoji_neg_count,word_pos_count,word_neg_count
1,Good morning every one,0,0,1,0
0,TW: S AssaultActually horrified how many friends of mine women I talk to have been sexually assaulted in past. Just found out another unhappy ğŸ˜§,0,10,1,1
1,Thanks by has notice of me Greetings : JossetteD'Hermanni,0,0,0,0
0,its ending soon aah unhappy ğŸ˜§,0,10,1,1
1,My real time happy ğŸ˜Š,10,0,1,0
0,i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy .2 ğŸ˜§,0,10,1,1
0,WHY ARE YOU WHIMPER AT ME?,0,0,0,0
1,Thanks for the recent follow Happy to connect happy have a great Thursday. Want this.3 ğŸ˜Š,10,0,2,0
1,25x25? I can go first happy ğŸ˜Š,10,0,1,0
0,Biggest problem for paper books is storage unhappy ğŸ˜§,0,10,1,1
0,GOD NOT THE KOALAS,0,0,0,0
1,fun and funny.... this book will warn up your kindle at night happy ğŸ˜Š,10,0,1,0
0,No Celtics or Bruins today unhappy At least Sale is pitching for the Sox ğŸ˜§,0,10,1,1
1,I just did happy.1,0,0,1,0
1,thanks for the recent follow. Much appreciated happy Want this.2 ğŸ˜Š,10,0,1,0
0,24-20 unhappy ğŸ˜§,0,10,1,1
0,and he's still taking over a quarter of the billboard charts while x is,0,0,0,0
1,That's why I say at the end of my videos If you liked it,0,0,0,0
0,yeah sad ğŸ˜”,0,10,0,1
1,TypingCure,0,0,0,0
0,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.10,0,0,0,0
0,Well thanks for stoping by unhappy ğŸ˜§,0,10,1,1
0,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.12,0,0,0,0
0,I've Just Wrote 30 Tweets About But Still Didn't Notice Me crying ğŸ˜†,10,0,0,0
0,Okey unhappy ğŸ˜§,0,10,1,1
1,good morning,0,0,1,0
1,Thanks for the recent follow Happy to connect happy have a great Thursday. Want this ?.3 ğŸ˜Š,10,0,2,0
0,Typed up all the medical shorthand abbreviation we use for work,0,0,0,0
0,it's such a negative pit of unhappiness,0,0,0,0
0,Definitely my arms unhappy .6 ğŸ˜§,0,10,1,1
1,Did you notice? There is no killings of RSS / BJP workers in another Southern State? CM is dismantling Xtian infra in Munnar?,0,0,0,0
1,yes it would have if it hadn't been for those meddling clouds smile ğŸ˜­,0,10,0,0
0,not applicablengarag not applicable this unhappy ill find more wonu pictures soon alxmdkcsnx ğŸ˜§,0,10,1,1
0,Call Duration: Before sex: 01:47:36 After sex: 00:00:19 crying ğŸ˜†,10,0,0,0
1,.Is the winner of the donation giveaway,0,0,0,0
1,good luck! You have my vote smile ğŸ˜­,0,10,1,0
1,it would be awesome.,0,0,1,0
1,New twitter acc. happy ğŸ˜Š,10,0,1,0
1,Indeed,0,0,0,0
1,We got a Vive tracker in the office and our intern,0,0,0,0
0,i know.. i really want his ranks to rise a lot during tmr's episode but seeing how many tweet about him.. unhappy ğŸ˜§,0,10,1,1
0,dang guess my plans are ruined unhappy ğŸ˜§,0,10,1,1
1,The tutorial of Michel Grundstein Distinguishing Information from Knowledge.. will start at 15pm. Be here happy ğŸ˜Š,10,0,1,0
0,The manifesto,0,0,0,0
1,1st day of JA Entertainment's Marathi Film Savita Damodar Paranjpe Have been a big fan of this story. Finally get,0,0,0,0
0,mane has been amazing unhappy .1 ğŸ˜§,0,10,1,1
1,popping into a store,0,0,0,0
1,Remember- vocab knowledge is worth 75% of your grade! Will announce winner tomorrow morning at 10am! happy 15 to purchase! happy ğŸ˜Š ğŸ˜Š,20,0,1,0
0,oh my god same! we should attend on some lessons together sometime just kidding HAHAH,0,0,0,0
0,last kiss unhappy ğŸ˜§,0,10,1,1
0,WTF Canada 2017 and you are still in the 1700s. I Will Never support,0,0,0,0
0,If you really want to dye it don't go lighter,0,0,0,0
0,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.4 ğŸ˜,10,0,1,0
0,Note to self: Dont get to attached crying ğŸ˜†,10,0,0,0
1,Nothing could be better happy.2,0,0,1,0
0,wow this is amazing but i won't be in the country unhappy ğŸ˜§,0,10,1,1
1,Did you notice? There is no killings of RSS / BJP workers in another Southern State? CM is dismantling Xtian infra in Munnar?.1,0,0,0,0
1,I think I'm going to check out Even though I hear it's not as good as UE4 I believe it might be cool to tr,0,0,1,0
0,i don't think i'll be ever to edit long videos here unhappy i'll go try another editing software ğŸ˜§,0,10,1,1
0,Ouch Elena Eremina's foot slip,0,0,0,0
1,You nailed it!!!!! Brought tears to my eyes,0,0,0,0
0,the anniversary of josh's death unhappy ğŸ˜§,0,10,1,1
0,Why is it so difficult for me to get at least a chance unhappy ğŸ˜§,0,10,1,1
1,always running out of space on my phone,0,0,0,0
0,Roc Boyz sad .3 ğŸ˜”,0,10,0,1
1,music and direction by of my favourites by.1,0,0,0,0
1,mutual: let's talk more!me: for sure!mutual: happy me:.8 ğŸ˜Š,10,0,1,0
1,Hello I hope you visit Luxor its amazing city in Egypt pleas check,0,0,0,0
1,Select from 14 award-winning Laura Taylor romance ebooks,0,0,0,0
0,Yeah! My sight reading was pretty good in high school,0,0,1,0
1,EVERY time I think that my skin is getting better,0,0,0,0
0,CAN SOMEONE PLS GIFT ME XAYAH USING PI PLSSSS? unhappy ğŸ˜§,0,10,1,1
1,thanks for the recent follow.2,0,0,0,0
1,Can you PM me ? ğŸ˜„,10,0,0,0
1,Here is a new thesis by another genius.Sir,0,0,0,0
1,Nothing could be better happy.3,0,0,1,0
1,Thanks for being top engaged community members this week happy Want this.1 ğŸ˜Š,10,0,1,0
1,Happy Birthday in Chopin style - Piano Improvisation,0,0,1,0
1,Just a new happy ğŸ˜Š,10,0,1,0
0,please answer request. unhappy ğŸ˜§,0,10,1,1
0,Ok will do! I never had any problems with the old ticket app,0,0,0,0
0,Half of the time it doesn't load,0,0,0,0
1,Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy.2,0,0,2,0
1,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it.2,0,0,0,0
0,Oh no unhappy what are you like?! Is it still in shops? ğŸ˜§,0,10,1,1
0,Does anyone have a 7 adapter or 7 earbuds i can borrow for the day? Left mine in my car unhappy ğŸ˜§,0,10,1,1
0,mayes unhappy .g ğŸ˜§,0,10,1,1
1,Cheers ğŸ˜„,10,0,0,0
0,can I only pick one unhappy ğŸ˜§,0,10,1,1
1,Broadcaster says Fly Away reminds him of early happy ğŸ˜Š,10,0,1,0
1,He didn't play for a year,0,0,0,0
1,which is good for him happy.1,0,0,2,0
0,Same unhappy I've unfollowed so many people ugh ğŸ˜§,0,10,1,1
1,Happy birthday have a good day happy ğŸ˜Š,10,0,2,0
1,On moral grounds this verdict is in favor of PTI happy becoz to out of 5 judges clearly mention that our PM is... ğŸ˜Š,10,0,1,0
0,give me my own AHN MINHYUK juseyoooo unhappy ğŸ˜§,0,10,1,1
0,Koalas are dying of thirst and it's all because of us unhappy .12 ğŸ˜§,0,10,1,1
1,sloths are great? So it's a good un-unthinkable picture? Have I dug mysel,0,0,2,0
1,Thanks for the recent follow Happy to connect happy have a great Thursday. Get FREE? ğŸ˜Š,10,0,2,0
0,you don't post much lately? school unhappy ğŸ˜§,0,10,1,1
0,In so much pain. My eye hurts unhappy ğŸ˜§,0,10,1,1
0,i was going to add bazza,0,0,0,0
0,Aww unhappy I'm on Coeurl ğŸ˜§,0,10,1,1
1,I'm not lost,0,0,0,0
0,I'm very jealous of you all unhappy Please go see 18:40 - Green Room on Sat! ğŸ˜§,0,10,1,1
1,for my 2000th tweet i'd like to say i love donghyuck ğŸ˜„ ğŸ˜,20,0,1,0
1,3 little ones.. wish you the best happy sounds like a fun group ğŸ˜Š,10,0,1,0
1,It really is uplifting and inspiring,0,0,0,0
1,Gippy Grewal will be online on Twitter at 3 PM,0,0,0,0
0,Late nights,0,0,0,0
0,my heart unhappy ğŸ˜§,0,10,1,1
0,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.13,0,0,0,0
0,ich will ned unhappy ğŸ˜§,0,10,1,1
0,Its not organicthey'll shoehorn it inbut plot character developmentMCU netflix has lesWhat support,0,0,0,0
1,Your titties are fantastic. Kissy Kissy,0,0,0,0
1,Thanks for the recent follow Happy to connect happy have a great Thursday..17 ğŸ˜Š,10,0,2,0
0,babies unhappy ğŸ˜§,0,10,1,1
1,Will you do before and after pictures? I always enjoy your swanky hair happy ğŸ˜Š,10,0,1,0
1,on Snapchat happy ğŸ˜Š,10,0,1,0
1,thanks for the recent follow.3,0,0,0,0
1,instant message fine yoo,0,0,0,0
1,GIVING AWAY ALL THESE SOUVENIRS TO 5 LUCKY WINNERS!To Enter: Follow + RTRolling winners in 48 hold on,0,0,0,0
1,thanks for the recent follow. Much appreciated happy Get it.1 ğŸ˜Š,10,0,1,0
1,Thankfully I didn't have to chop it myself,0,0,0,0
0,my puppies deserves all better unhappy ğŸ˜§,0,10,1,1
1,Rt for an indirect from and me happy ğŸ˜Š,10,0,1,0
1,i send people bunny pics,0,0,0,0
1,Noted on this Sir,0,0,0,0
1,thanks a lot,0,0,0,0
1,Good evening happy ğŸ˜Š,10,0,2,0
1,Okay,0,0,0,0
0,This is so me though,0,0,0,0
1,I had but I have just seen the email. SO GOOD ğŸ˜„,10,0,1,0
1,Anne! happy ğŸ˜Š,10,0,1,0
0,before anyone else we ass hole unhappy ğŸ˜§,0,10,1,1
1,maybe I don't,0,0,0,0
0,I feel so bad,0,0,0,1
0,Someone messed up unhappy Available** ğŸ˜§,0,10,1,1
1,Spose you don't have to pay for accomodation which is nice haha? Or are you going to stay somewhere anyway? happy ğŸ˜Š,10,0,2,0
0,man. : (,0,0,0,0
0,but i can't,0,0,0,0
0,I miss him unhappy ğŸ˜§,0,10,1,1
0,I'm so sorry to see your tweet unhappy Please could you DM your address details? I will look i ğŸ˜§,0,10,1,1
0,oh,0,0,0,0
0,pake 3 unhappy ğŸ˜§,0,10,1,1
1,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it.3,0,0,0,0
1,Perfect,0,0,0,0
0,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.7,0,0,0,0
1,Sup guys? ğŸ˜„,10,0,0,0
1,Thanks for being top engaged community members this week happy Want this? ğŸ˜Š,10,0,1,0
1,Hellooo.. happy pussy (creepz_x) ğŸ˜Š,10,0,1,0
0,talking about tattoos just makes me want my bb8 tattoo more and more but i'm so broke it makes me unhappy ğŸ˜§,0,10,1,1
0,this is jimin to yoongi unhappy .5 ğŸ˜§,0,10,1,1
0,Miss the rain unhappy ğŸ˜§,0,10,1,1
1,Ouuuuu..... right in the jewels! ğŸ˜„,10,0,0,0
0,This escalated quickly,0,0,0,0
1,Play your part in raising funds for :,0,0,0,0
0,I'm trying to stay positive but I can't help be jealous of princess Mia's life. All she does is cuddle and eat unhappy ğŸ˜§,0,10,1,1
0,there are some rumors going around and videos of his performances on youtube have already been deleted..,0,0,0,0
0,I can't do it all on my own. (See what I did there? ) .1,0,0,0,0
0,Definitely my arms unhappy .12 ğŸ˜§,0,10,1,1
0,Definitely my arms unhappy .16 ğŸ˜§,0,10,1,1
1,Here's one of my rolls of 'Poundland' film! (A store that sells all products at 140.) And here's the DX d,0,0,0,0
1,How people write a joke on religion online.*Joke**Just joking guys,0,0,0,0
0,sadly I'm not unhappy ğŸ˜§,0,10,1,2
1,Alaye give me iphone7 or dollars for my birthdayDo normal abeg,0,0,0,0
1,This was awesome-- has two fill-ins this week happy ğŸ˜Š,10,0,2,0
0,I literally couldn't see a thing when they were at the back of the stage,0,0,0,0
1,got on my favorite boot cut jeans and roshe runs. No girl is safe today. Have a blessed 4/20 all smile ğŸ˜­,0,10,0,0
0,Whaaattt,0,0,0,0
0,PSA: REMEMBER THIS WHEN YOU ASK ARTISTS TO DRAW FOR YOU. I'd say the same thing for writers but apparently commissi,0,0,0,0
1,Yes.1,0,0,0,0
1,Hellooo happy Ross Chaplin (MasonCooper4) ğŸ˜Š,10,0,1,0
0,w,0,0,0,0
0,my views have gone done by about 100 monthly unhappy ğŸ˜§,0,10,1,1
1,Good luck to Rich riding for great project in this Sunday. Can you donate?,0,0,2,0
1,celebrate Hitler's birthday! ğŸ˜€,10,0,0,0
1,Let me eat that cake! ğŸ˜„ ğŸ˜›,20,0,0,0
1,That would be a great trick happy.2,0,0,2,0
1,uss,0,0,0,0
1,Jyoust a reminder... thank you for this happy ğŸ˜Š,10,0,1,0
1,thanks,0,0,0,0
0,it froze a few times. Then went to 16.10,0,0,0,0
0,the email I was hoping I'd get today,0,0,0,0
0,right i don%27t see how people can just do shit like this,0,0,0,0
1,Ohh yeah and we had sausage with our pancakes happy x ğŸ˜Š,10,0,1,0
0,to beautiful ladies and so full of fun and body confidence. .. then on the s,0,0,0,0
0,This is by far my worst day of 2017 since January 8th unhappy crying crying . ğŸ˜§ ğŸ˜† ğŸ˜†,20,10,1,1
1,Good Morning Peady,0,0,1,0
1,Thanks for the recent follow Happy to connect happy have a great Thursday..20 ğŸ˜Š,10,0,2,0
1,Never give up on the things that make you smile happy ğŸ˜­ ğŸ˜Š,10,10,1,0
1,IF YOU ARE READING THIS I HOPE SOMETHING GREAT HAPPENS smile ğŸ˜­,0,10,1,0
0,Same. unhappy I got a 12h stream coming up for my Bday in 8 hours. And I'm still not sleeping. ğŸ˜§,0,10,1,1
0,you got to rest,0,0,0,0
1,Thanks for the follow! happy ğŸ˜Š,10,0,1,0
0,Last day of the camp tomorrow,0,0,0,0
1,instead of just money,0,0,0,0
1,Uncheck new arrivals happy ğŸ˜Š,10,0,1,0
1,thanks for the recent follow. Much appreciated happy Want this ?.2 ğŸ˜Š,10,0,1,0
0,Don kray denial of normal bi say,0,0,0,0
0,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.6,0,0,0,0
0,now i don%27t want to go camp unhappy ğŸ˜§,0,10,1,1
1,Order what ever you want to eat through our website.May you all have a great day happy.2,0,0,2,0
1,i always knew you woyould like this one better ğŸ˜„ hahaha.,10,0,0,0
0,why did she delete the tweet,0,0,0,0
0,i don%27t know if you saw my comment yet,0,0,0,0
0,Thats grim unhappy ğŸ˜§,0,10,1,1
0,jungkook looks like he gives the biggest and warmest hugs unhappy .1 ğŸ˜§,0,10,1,1
0,i havent been this early to school since last semester unhappy ğŸ˜§,0,10,1,1
0,ill be at work just a second come on unhappy ğŸ˜§,0,10,1,1
1,let me know! :-) (I'M A CHAMPION!!!!!)Elder Lenore A. ArtisMinistries...,0,0,0,0
1,the perfect dress,0,0,0,0
0,no its okay she survived :,0,0,0,0
1,Nothing could be better happy.1,0,0,1,0
1,give it a Like happy it's all about choice! ğŸ˜„ ğŸ˜Š,20,0,1,0
1,That would be a great trick happy.1,0,0,2,0
0,So,0,0,0,0
0,I'm a building a LLVM backend so,0,0,0,0
1,Again as I said I do see your concerns. But I assure you sir that Hinduism will stay Dharma and will no,0,0,0,0
0,Why? You don't like blonde hair? unhappy ğŸ˜§,0,10,1,1
0,Koalas are dying of thirst and it's all because of us unhappy .8 ğŸ˜§,0,10,1,1
1,Here's the full art for both Glyph Keeper and his mummy token. For those interested they will be hitting ebay tonig,0,0,0,0
1,will there be a new amazingphil video today? happy ğŸ˜Š,10,0,1,0
0,YG should have sent them to MCD. I want to see them holding the trophy unhappy anyways .7 ğŸ˜§,0,10,1,1
0,Shaandaar,0,0,0,0
1,Ruby was rehomed for times before she was for months old now loves her forever home. Pls always consider rescue when,0,0,1,0
1,have you tried these new hacks?! **TRYING DUMB LIFE HACKS 17**,0,0,0,0
0,does it have flip out scr,0,0,0,0
0,Ravel Morrison unhappy ğŸ˜§,0,10,1,1
0,but I liked seeing her posts and love her wri ğŸ˜,10,0,1,0
1,enjoy smile h.e.r. ğŸ˜­,0,10,0,0
0,wants to say HI to you.,0,0,0,0
1,Share the love:thanks for being top new followers this week happy Want this ğŸ˜Š,10,0,2,0
0,just now I saw. But you did not reply unhappy ğŸ˜§,0,10,1,1
0,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy .3 ğŸ˜§,0,10,1,1
0,BES RIP,0,0,0,0
0,Koalas are dying of thirst and it's all because of us unhappy .10 ğŸ˜§,0,10,1,1
0,True unhappy ğŸ˜§,0,10,1,1
1,friendly reminder that you can enjoy a movie or television show without having to trash another happy ğŸ˜Š,10,0,1,0
0,I miss my baby unhappy .1 ğŸ˜§,0,10,1,1
0,Me too...I won't miss the HGVs going past our house though. It was a nice looking building - had initiall,0,0,1,0
0,My mom knows the struggle of this drystreak I'm on unhappy ğŸ˜§,0,10,1,1
0,Definitely my arms unhappy .8 ğŸ˜§,0,10,1,1
1,I can't wait to actually see a copy smile ğŸ˜­,0,10,0,0
1,my friend is such an egg,0,0,0,0
1,much appreciated happy (Want this for It's Magical! ğŸ˜Š,10,0,1,0
1,Released my 3rd episode of programming for everyone! Be sure to check it out happy ğŸ˜Š,10,0,1,0
0,I ordered car yesterday,0,0,0,0
1,if you follow and DM us we will be able to assist you. Chris happy ğŸ˜Š,10,0,1,0
1,i don%27t know he looks so cool crying with joy ğŸ˜†,10,0,0,0
1,Go back to school for music! I think I will in time happy.2,0,0,1,0
1,thanks for the recent follow.1,0,0,0,0
0,Roc Boyz sad .1 ğŸ˜”,0,10,0,1
0,if i get 900 retweets and 900 likes. help me ğŸ˜§ un.2,0,10,0,0
1,new video out today happy ğŸ˜Š,10,0,1,0
0,Maa ki kuss tumhari. Now take this bullshit you loser.,0,0,0,0
1,rt for 13 ffs-it's not much but they're free-legit-free but follow me first to get them quicker-be patient i will g.1,0,0,0,0
0,Streaming later in the day (night stream) since i have to go and take care of the internet contract,0,0,0,0
0,all ready for its poster - when my computer gets,0,0,0,0
0,3. That's a lot cheaper and easier than make your own. My schematic needs special cables that doesn't come easy. unhappy ğŸ˜§,0,10,1,1
0,Hey guys could you help me by retweeting this? I've heard was legitimate and I really need a VPN account rig,0,0,0,0
0,Swear I just walked past haha,0,0,0,0
0,come to Miami sad ğŸ˜”,0,10,0,1
0,A year ago today is the last time Sakho played for us unhappy ğŸ˜§,0,10,1,1
1,opera Nirjhor As long as they are not claiming to be the first one ğŸ˜„ /Rosi,10,0,0,0
0,suuuuuuuuss scared crying ğŸ˜†,10,0,0,0
0,SO PRECIOUS I REALLY MISS HIM unhappy .2 ğŸ˜§,0,10,1,1
1,big love for Anne cox happy ğŸ˜ ğŸ˜Š,20,0,2,0
1,.NOTHING CHANGED BUT THE DATE .. APRIL 28 MAKE S,0,0,0,0
0,sorry guys unhappy ğŸ˜§,0,10,1,1
1,Beetle done and joins Wall-E,0,0,0,0
0,Ps4 mate,0,0,0,0
1,New Upcoming Heroes REVEALED! WUKONG,0,0,0,0
1,From soup and sandwiches to slow cooked pork,0,0,0,0
0,never mind Khushi,0,0,0,0
0,only take season 9 off,0,0,0,0
1,i think instant message meant to stay single and fix people's relationships my entire life smile ğŸ˜­,0,10,0,0
1,Thanks for the recent follow Happy to connect happy have a great Thursday. Want this ?.2 ğŸ˜Š,10,0,2,0
0,Looks awesome Annette,0,0,1,0
1,Sydney tomorrow,0,0,0,0
0,Definitely my arms unhappy .14 ğŸ˜§,0,10,1,1
1,Merry Christmas everyone happy ğŸ˜Š,10,0,1,0
0,My knee is similar colour to leny Henry's unhappy ğŸ˜§,0,10,1,1
0,Hi Julie,0,0,0,0
0,One year ago today unhappy .1 ğŸ˜§,0,10,1,1
1,or SHIT for short ğŸ˜Š *Thanks to my friend maddy over at,10,0,0,0
1,Goals of 2017: Become apart of with and Lose 50 LBSStart Youtube happy ğŸ˜Š,10,0,1,0
0,Golly gosh. This is simply dreadful What havoc must be wreaking subsurface? Black salve won't,0,0,0,0
1,Same happy I'll see closer to the con but it's no more than five or so. Lol same ğŸ˜„ ğŸ˜Š,20,0,1,0
0,We'd love to ğŸ˜,10,0,1,0
0,and have fun,0,0,0,0
0,Roc Boyz sad .2 ğŸ˜”,0,10,0,1
1,Soon I'll make arts happy ğŸ˜Š,10,0,1,0
1,only way to make sense of those crazy edge cases is the idea of sharing revenue was offensive,0,0,0,0
0,#NAME?,0,0,0,0
1,I just wanted to say thank you for following me,0,0,0,0
1,Superstar thanks so much for the kind words! Look forward to seeing you soon buddy smile.1,0,0,0,0
1,C'mon Tweeps,0,0,0,0
1,Good morning every one.1,0,0,1,0
0,Definitely my arms unhappy .10 ğŸ˜§,0,10,1,1
1,just me killin time to say hey! ğŸ˜„,10,0,0,0
0,2010 Week 11,0,0,0,0
1,class hall missions and heroic dungeons surprised ğŸ˜„,10,0,0,0
1,Maayos didn%27t ang lahat happy lets give him a space and time happy ğŸ˜Š ğŸ˜Š,20,0,1,0
0,Baaaper unhappy ğŸ˜§,0,10,1,1
0,last night I had a dream in which I moved to Japan and just so happened to see you! You denied my friendlies request. unhappy ğŸ˜§,0,10,1,1
1,Thanks smile much better today and thanks for the message. ğŸ˜­,0,10,0,0
1,Good evening happy.1,0,0,2,0
1,Does not matter,0,0,0,0
1,This is why I made the video about improving your line work on YouTube,0,0,0,0
1,Another great day out in Westhoughton,0,0,1,0
1,Order what ever you want to eat through our website.May you all have a great day happy.1,0,0,2,0
0,One table last night told me I look like a graceful ballerina gliding through tables- then another told me I looked like a flash dancer unhappy ğŸ˜§,0,10,1,1
0,I honestly think that their just trying to get rid of me and make a mockery out of me in my Town because i just wont admit it. unhappy ğŸ˜§,0,10,1,1
0,mannn,0,0,0,0
0,All my irls are coming at me because I meet the boys too much and I don't deserve any of it unhappy ğŸ˜§,0,10,1,1
1,Stats for the week have arrived. 1 new follower and NO unfollowers happy via.2 ğŸ˜Š,10,0,1,0
1,Thanks for the recent follow Happy to connect happy have a great Thursday..13 ğŸ˜Š,10,0,2,0
0,for some reason last.fm unlinks from spotify and i miss like a month of scrobbles before i notice unhappy ğŸ˜§,0,10,1,1
1,this worked out beautifully. If you redesign the import page to suit the whole application would mak,0,0,0,0
1,LADIES! - tell me why yoyoyou don't play golf. What wyoyoyoud make yoyoyou want to play? Top 3 reasons yoyoyou DO play? heyjyoyoyoude66info,0,0,0,0
0,Definitely my arms unhappy .15 ğŸ˜§,0,10,1,1
1,First happy ğŸ˜Š,10,0,1,0
0,we left it all unspoken,0,0,0,0
0,We lost: at Jacksonville,0,0,0,0
1,Thanks for the recent follow Happy to connect happy have a great Thursday..12 ğŸ˜Š,10,0,2,0
0,freebet any sport except total mkets on handball,0,0,0,0
0,The one on the left? I couldn't see it unhappy ğŸ˜§,0,10,1,1
1,Morning,0,0,0,0
